PORT,PORT_NAME,year_month,import_ves_val,import_ves_wgt,export_ves_val,export_ves_wgt,total_ves_val,total_ves_wgt
5104,"CHRISTIANSTED, VI",2024-01,5093199.0,9975523.0,237324368.0,314233437.0,242417567.0,324208960.0
5104,"CHRISTIANSTED, VI",2024-02,4394395.0,10187929.0,186147053.0,221642439.0,190541448.0,231830368.0
5104,"CHRISTIANSTED, VI",2024-03,309596.0,1345745.0,260801655.0,341864040.0,261111251.0,343209785.0
5104,"CHRISTIANSTED, VI",2024-04,17739726.0,23085641.0,159964824.0,181761587.0,177704550.0,204847228.0
5104,"CHRISTIANSTED, VI",2024-05,254333.0,608984.0,218455461.0,279617177.0,218709794.0,280226161.0
5104,"CHRISTIANSTED, VI",2024-06,2380084.0,6076101.0,172458146.0,209216025.0,174838230.0,215292126.0
5104,"CHRISTIANSTED, VI",2024-07,89530509.0,103500821.0,266209760.0,360344310.0,355740269.0,463845131.0
5104,"CHRISTIANSTED, VI",2024-08,406720.0,6727689.0,229335638.0,305917368.0,229742358.0,312645057.0
5104,"CHRISTIANSTED, VI",2024-09,26831187.0,38653978.0,204088308.0,293447814.0,230919495.0,332101792.0
5104,"CHRISTIANSTED, VI",2024-10,15447963.0,85350523.0,154668568.0,221101789.0,170116531.0,306452312.0
5104,"CHRISTIANSTED, VI",2024-11,1792111.0,2427812.0,160695761.0,237614163.0,162487872.0,240041975.0
5104,"CHRISTIANSTED, VI",2024-12,27723417.0,59507256.0,145269174.0,216232359.0,172992591.0,275739615.0
5105,"FREDERIKSTED, VI",2016-09,0.0,0.0,1854213.0,3983541.0,1854213.0,3983541.0
5105,"FREDERIKSTED, VI",2016-10,0.0,0.0,9402632.0,17795780.0,9402632.0,17795780.0
5105,"FREDERIKSTED, VI",2016-11,0.0,0.0,1160767.0,2660000.0,1160767.0,2660000.0
5105,"FREDERIKSTED, VI",2016-12,0.0,0.0,1436294.0,3273300.0,1436294.0,3273300.0
5105,"FREDERIKSTED, VI",2017-01,0.0,0.0,230777.0,419038.0,230777.0,419038.0
5105,"FREDERIKSTED, VI",2017-02,0.0,0.0,1500650.0,3048384.0,1500650.0,3048384.0
5105,"FREDERIKSTED, VI",2017-03,0.0,0.0,30401093.0,67816024.0,30401093.0,67816024.0
5105,"FREDERIKSTED, VI",2017-04,0.0,0.0,7740000.0,18000000.0,7740000.0,18000000.0
5105,"FREDERIKSTED, VI",2017-05,0.0,0.0,13582949.0,30849397.0,13582949.0,30849397.0
5105,"FREDERIKSTED, VI",2017-06,0.0,0.0,9852365.0,22719045.0,9852365.0,22719045.0
5105,"FREDERIKSTED, VI",2017-07,0.0,0.0,11581795.0,24971012.0,11581795.0,24971012.0
5105,"FREDERIKSTED, VI",2017-08,0.0,0.0,17672282.0,53090510.0,17672282.0,53090510.0
5105,"FREDERIKSTED, VI",2017-09,0.0,0.0,25442602.0,52895656.0,25442602.0,52895656.0
5105,"FREDERIKSTED, VI",2017-10,0.0,0.0,73012726.0,135683337.0,73012726.0,135683337.0
5105,"FREDERIKSTED, VI",2017-11,0.0,0.0,11429566.0,20433536.0,11429566.0,20433536.0
5105,"FREDERIKSTED, VI",2017-12,0.0,0.0,60812066.0,103758651.0,60812066.0,103758651.0
5105,"FREDERIKSTED, VI",2018-01,0.0,0.0,18311441.0,29781563.0,18311441.0,29781563.0
5105,"FREDERIKSTED, VI",2018-02,0.0,0.0,14578056.0,23749565.0,14578056.0,23749565.0
5105,"FREDERIKSTED, VI",2018-03,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2018-04,39022.0,5180.0,36368533.0,56915335.0,36407555.0,56920515.0
5105,"FREDERIKSTED, VI",2018-05,0.0,0.0,9282519.0,14846664.0,9282519.0,14846664.0
5105,"FREDERIKSTED, VI",2018-06,0.0,0.0,7033806.0,11037039.0,7033806.0,11037039.0
5105,"FREDERIKSTED, VI",2018-07,0.0,0.0,7294274.0,10792427.0,7294274.0,10792427.0
5105,"FREDERIKSTED, VI",2018-08,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2018-09,0.0,0.0,25611248.0,38350752.0,25611248.0,38350752.0
5105,"FREDERIKSTED, VI",2018-10,0.0,0.0,1990237.0,2674889.0,1990237.0,2674889.0
5105,"FREDERIKSTED, VI",2018-11,0.0,0.0,7119214.0,10672121.0,7119214.0,10672121.0
5105,"FREDERIKSTED, VI",2018-12,0.0,0.0,3000.0,1757.0,3000.0,1757.0
5105,"FREDERIKSTED, VI",2019-07,0.0,0.0,20600.0,8042.0,20600.0,8042.0
5105,"FREDERIKSTED, VI",2019-08,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2019-09,0.0,0.0,1268516.0,2045110.0,1268516.0,2045110.0
5105,"FREDERIKSTED, VI",2019-10,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2019-11,0.0,0.0,4622.0,19105.0,4622.0,19105.0
5105,"FREDERIKSTED, VI",2019-12,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-04,0.0,0.0,5257.0,18922.0,5257.0,18922.0
5105,"FREDERIKSTED, VI",2020-05,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-06,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-07,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-08,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-09,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2020-12,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2021-07,0.0,0.0,1678605.0,2363332.0,1678605.0,2363332.0
5105,"FREDERIKSTED, VI",2021-08,0.0,0.0,4900.0,3411.0,4900.0,3411.0
5105,"FREDERIKSTED, VI",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-01,0.0,0.0,3500.0,1422.0,3500.0,1422.0
5105,"FREDERIKSTED, VI",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-03,0.0,0.0,40943.0,9789.0,40943.0,9789.0
5105,"FREDERIKSTED, VI",2022-04,0.0,0.0,123866.0,58514.0,123866.0,58514.0
5105,"FREDERIKSTED, VI",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-06,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2022-12,0.0,0.0,3328.0,1722.0,3328.0,1722.0
5105,"FREDERIKSTED, VI",2023-03,0.0,0.0,11000.0,1954.0,11000.0,1954.0
5105,"FREDERIKSTED, VI",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-06,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-09,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-11,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2023-12,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-01,0.0,0.0,10378.0,1909.0,10378.0,1909.0
5105,"FREDERIKSTED, VI",2024-02,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-03,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-05,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-06,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-08,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-09,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-11,0.0,0.0,0.0,0.0,0.0,0.0
5105,"FREDERIKSTED, VI",2024-12,0.0,0.0,0.0,0.0,0.0,0.0
5201,"MIAMI, FL",2016-01,1113740078.0,309269442.0,753573221.0,213487944.0,1867313299.0,522757386.0
5201,"MIAMI, FL",2016-02,1169336074.0,348724091.0,749275789.0,198603507.0,1918611863.0,547327598.0
5201,"MIAMI, FL",2016-03,1215128851.0,332842472.0,794156827.0,235768647.0,2009285678.0,568611119.0
5201,"MIAMI, FL",2016-04,1029271293.0,262113756.0,847720709.0,246806214.0,1876992002.0,508919970.0
5201,"MIAMI, FL",2016-05,1200117587.0,309568067.0,811709859.0,225463687.0,2011827446.0,535031754.0
5201,"MIAMI, FL",2016-06,1317164852.0,318779830.0,833410941.0,230730722.0,2150575793.0,549510552.0
5201,"MIAMI, FL",2016-07,1267806823.0,282040638.0,854786909.0,227442034.0,2122593732.0,509482672.0
5201,"MIAMI, FL",2016-08,1315042669.0,319787633.0,755398084.0,223210492.0,2070440753.0,542998125.0
5201,"MIAMI, FL",2016-09,1138310544.0,290451401.0,821713319.0,217284437.0,1960023863.0,507735838.0
5201,"MIAMI, FL",2016-10,1155072252.0,300478873.0,775651470.0,222831759.0,1930723722.0,523310632.0
5201,"MIAMI, FL",2016-11,1171789404.0,309062914.0,762112038.0,240539116.0,1933901442.0,549602030.0
5201,"MIAMI, FL",2016-12,1146184264.0,305766253.0,725854133.0,234367824.0,1872038397.0,540134077.0
5201,"MIAMI, FL",2017-01,1141067827.0,287244828.0,690276502.0,201341670.0,1831344329.0,488586498.0
5201,"MIAMI, FL",2017-02,1147990648.0,310478253.0,757980240.0,208538800.0,1905970888.0,519017053.0
5201,"MIAMI, FL",2017-03,1167692154.0,307463593.0,906497612.0,249138360.0,2074189766.0,556601953.0
5201,"MIAMI, FL",2017-04,1078339523.0,270576786.0,754189518.0,213242634.0,1832529041.0,483819420.0
5201,"MIAMI, FL",2017-05,1255234519.0,320829583.0,761964518.0,213501211.0,2017199037.0,534330794.0
5201,"MIAMI, FL",2017-06,1228182589.0,317789005.0,821794390.0,236097731.0,2049976979.0,553886736.0
5201,"MIAMI, FL",2017-07,1213248726.0,295734487.0,783376880.0,191524870.0,1996625606.0,487259357.0
5201,"MIAMI, FL",2017-08,1352983642.0,313060943.0,752699757.0,213248845.0,2105683399.0,526309788.0
5201,"MIAMI, FL",2017-09,1120960423.0,275956880.0,697307035.0,177443124.0,1818267458.0,453400004.0
5201,"MIAMI, FL",2017-10,1275875491.0,310424372.0,892634269.0,228715265.0,2168509760.0,539139637.0
5201,"MIAMI, FL",2017-11,1251215394.0,277735402.0,785509736.0,225524070.0,2036725130.0,503259472.0
5201,"MIAMI, FL",2017-12,1205783772.0,318197415.0,841904837.0,220400093.0,2047688609.0,538597508.0
5201,"MIAMI, FL",2018-01,1151050215.0,303803999.0,735254524.0,210905354.0,1886304739.0,514709353.0
5201,"MIAMI, FL",2018-02,1162620570.0,274876856.0,802438927.0,220045623.0,1965059497.0,494922479.0
5201,"MIAMI, FL",2018-03,1424259557.0,374757946.0,937421024.0,242474923.0,2361680581.0,617232869.0
5201,"MIAMI, FL",2018-04,1217765389.0,302470247.0,859701781.0,249904342.0,2077467170.0,552374589.0
5201,"MIAMI, FL",2018-05,1366331522.0,329239909.0,827818473.0,221984921.0,2194149995.0,551224830.0
5201,"MIAMI, FL",2018-06,1313007648.0,299425211.0,891683311.0,218005198.0,2204690959.0,517430409.0
5201,"MIAMI, FL",2018-07,1341698918.0,305104922.0,754880457.0,193631578.0,2096579375.0,498736500.0
5201,"MIAMI, FL",2018-08,1509048197.0,343962235.0,876268755.0,233351149.0,2385316952.0,577313384.0
5201,"MIAMI, FL",2018-09,1244787076.0,302638843.0,769215438.0,202362167.0,2014002514.0,505001010.0
5201,"MIAMI, FL",2018-10,1459889773.0,353246863.0,807698889.0,209918315.0,2267588662.0,563165178.0
5201,"MIAMI, FL",2018-11,1273649188.0,318370836.0,810921873.0,202208179.0,2084571061.0,520579015.0
5201,"MIAMI, FL",2018-12,1352613702.0,388392479.0,738718367.0,183897535.0,2091332069.0,572290014.0
5201,"MIAMI, FL",2019-01,1259235538.0,367533744.0,778729305.0,220067088.0,2037964843.0,587600832.0
5201,"MIAMI, FL",2019-02,1241692523.0,313558929.0,777788383.0,214852950.0,2019480906.0,528411879.0
5201,"MIAMI, FL",2019-03,1393551402.0,401609319.0,945770184.0,241505929.0,2339321586.0,643115248.0
5201,"MIAMI, FL",2019-04,1228068444.0,306355148.0,805822562.0,225824216.0,2033891006.0,532179364.0
5201,"MIAMI, FL",2019-05,1355501543.0,330456681.0,976482715.0,259596883.0,2331984258.0,590053564.0
5201,"MIAMI, FL",2019-06,1294106250.0,365786594.0,853241127.0,234820239.0,2147347377.0,600606833.0
5201,"MIAMI, FL",2019-07,1456654172.0,415233729.0,790799621.0,243175466.0,2247453793.0,658409195.0
5201,"MIAMI, FL",2019-08,1416447942.0,395670953.0,909763928.0,233225713.0,2326211870.0,628896666.0
5201,"MIAMI, FL",2019-09,1354343145.0,366304987.0,779956138.0,199039725.0,2134299283.0,565344712.0
5201,"MIAMI, FL",2019-10,1535859263.0,393308559.0,844085059.0,267636883.0,2379944322.0,660945442.0
5201,"MIAMI, FL",2019-11,1312809184.0,382303350.0,853659619.0,222546219.0,2166468803.0,604849569.0
5201,"MIAMI, FL",2019-12,1314250616.0,371843963.0,661195220.0,203239869.0,1975445836.0,575083832.0
5201,"MIAMI, FL",2020-01,1183289866.0,385474802.0,818983782.0,200033086.0,2002273648.0,585507888.0
5201,"MIAMI, FL",2020-02,1310726864.0,388197518.0,790164782.0,203503016.0,2100891646.0,591700534.0
5201,"MIAMI, FL",2020-03,1159603987.0,345073424.0,737579453.0,209888075.0,1897183440.0,554961499.0
5201,"MIAMI, FL",2020-04,779620103.0,275000928.0,456478344.0,122238730.0,1236098447.0,397239658.0
5201,"MIAMI, FL",2020-05,863509868.0,300310849.0,474574085.0,142034303.0,1338083953.0,442345152.0
5201,"MIAMI, FL",2020-06,977302421.0,303639696.0,535262493.0,159451051.0,1512564914.0,463090747.0
5201,"MIAMI, FL",2020-07,1213811562.0,357017654.0,585348525.0,172970180.0,1799160087.0,529987834.0
5201,"MIAMI, FL",2020-08,1361053470.0,383079050.0,632825268.0,198147955.0,1993878738.0,581227005.0
5201,"MIAMI, FL",2020-09,1279870103.0,337419746.0,637403769.0,178281126.0,1917273872.0,515700872.0
5201,"MIAMI, FL",2020-10,1449093854.0,386417271.0,814622656.0,199300720.0,2263716510.0,585717991.0
5201,"MIAMI, FL",2020-11,1373377371.0,393237343.0,698407152.0,213818236.0,2071784523.0,607055579.0
5201,"MIAMI, FL",2020-12,1328085822.0,394560053.0,738840046.0,183646593.0,2066925868.0,578206646.0
5201,"MIAMI, FL",2021-01,1361451253.0,444833751.0,786945475.0,202411334.0,2148396728.0,647245085.0
5201,"MIAMI, FL",2021-02,1281386866.0,351956225.0,727223756.0,198119280.0,2008610622.0,550075505.0
5201,"MIAMI, FL",2021-03,1472151669.0,394107312.0,881516194.0,224938916.0,2353667863.0,619046228.0
5201,"MIAMI, FL",2021-04,1447534969.0,401320860.0,854997871.0,234470153.0,2302532840.0,635791013.0
5201,"MIAMI, FL",2021-05,1404029556.0,391493950.0,852790815.0,212376144.0,2256820371.0,603870094.0
5201,"MIAMI, FL",2021-06,1548699623.0,375356178.0,824966002.0,195272588.0,2373665625.0,570628766.0
5201,"MIAMI, FL",2021-07,1455588225.0,390640905.0,841124086.0,193495569.0,2296712311.0,584136474.0
5201,"MIAMI, FL",2021-08,1677165228.0,406007191.0,877028679.0,210557342.0,2554193907.0,616564533.0
5201,"MIAMI, FL",2021-09,1515544656.0,332019833.0,826520342.0,180659256.0,2342064998.0,512679089.0
5201,"MIAMI, FL",2021-10,1543170035.0,377991958.0,982996379.0,223672687.0,2526166414.0,601664645.0
5201,"MIAMI, FL",2021-11,1404861356.0,339568598.0,825224953.0,207231260.0,2230086309.0,546799858.0
5201,"MIAMI, FL",2021-12,1755963617.0,449444048.0,909026632.0,197560419.0,2664990249.0,647004467.0
5201,"MIAMI, FL",2022-01,1447330527.0,377671282.0,852990559.0,180475406.0,2300321086.0,558146688.0
5201,"MIAMI, FL",2022-02,1584625380.0,413163753.0,965497697.0,206630873.0,2550123077.0,619794626.0
5201,"MIAMI, FL",2022-03,1758728490.0,408490378.0,1029438505.0,219404790.0,2788166995.0,627895168.0
5201,"MIAMI, FL",2022-04,1587973501.0,369541161.0,1025443026.0,204027953.0,2613416527.0,573569114.0
5201,"MIAMI, FL",2022-05,1747533334.0,370177697.0,1093160178.0,220921501.0,2840693512.0,591099198.0
5201,"MIAMI, FL",2022-06,1767929754.0,408156879.0,971146313.0,189018390.0,2739076067.0,597175269.0
5201,"MIAMI, FL",2022-07,1637216711.0,382044742.0,1084746651.0,185315230.0,2721963362.0,567359972.0
5201,"MIAMI, FL",2022-08,1748758395.0,368875704.0,1003383619.0,177525502.0,2752142014.0,546401206.0
5201,"MIAMI, FL",2022-09,1787831495.0,393872312.0,981945902.0,173383271.0,2769777397.0,567255583.0
5201,"MIAMI, FL",2022-10,1805678747.0,449202865.0,953477868.0,160428853.0,2759156615.0,609631718.0
5201,"MIAMI, FL",2022-11,1716392392.0,395403490.0,953767528.0,160956860.0,2670159920.0,556360350.0
5201,"MIAMI, FL",2022-12,1677196938.0,419295406.0,904716141.0,174751132.0,2581913079.0,594046538.0
5201,"MIAMI, FL",2023-01,1667009187.0,467967968.0,884648705.0,176791389.0,2551657892.0,644759357.0
5201,"MIAMI, FL",2023-02,1456215517.0,335387857.0,861240293.0,172321465.0,2317455810.0,507709322.0
5201,"MIAMI, FL",2023-03,1717370942.0,447600804.0,1070536252.0,192540122.0,2787907194.0,640140926.0
5201,"MIAMI, FL",2023-04,1444261630.0,326704024.0,848272261.0,155442796.0,2292533891.0,482146820.0
5201,"MIAMI, FL",2023-05,1721898868.0,439512375.0,922546420.0,191071368.0,2644445288.0,630583743.0
5201,"MIAMI, FL",2023-06,1671571717.0,374780264.0,967296615.0,187449823.0,2638868332.0,562230087.0
5201,"MIAMI, FL",2023-07,1893809406.0,398068797.0,858940469.0,173850231.0,2752749875.0,571919028.0
5201,"MIAMI, FL",2023-08,1836229116.0,372942746.0,899397411.0,179085246.0,2735626527.0,552027992.0
5201,"MIAMI, FL",2023-09,1581409879.0,519965782.0,936573662.0,176087420.0,2517983541.0,696053202.0
5201,"MIAMI, FL",2023-10,1741929450.0,393958755.0,880451258.0,190034629.0,2622380708.0,583993384.0
5201,"MIAMI, FL",2023-11,1631075816.0,395794243.0,792510894.0,166753726.0,2423586710.0,562547969.0
5201,"MIAMI, FL",2023-12,1615439152.0,452787344.0,891244223.0,165195605.0,2506683375.0,617982949.0
5201,"MIAMI, FL",2024-01,1444764137.0,429671101.0,850928471.0,167519758.0,2295692608.0,597190859.0
5201,"MIAMI, FL",2024-02,1603994493.0,443736348.0,905374235.0,170378277.0,2509368728.0,614114625.0
5201,"MIAMI, FL",2024-03,1570668438.0,430135865.0,959562302.0,185091603.0,2530230740.0,615227468.0
5201,"MIAMI, FL",2024-04,1546578214.0,385851105.0,849114675.0,164384209.0,2395692889.0,550235314.0
5201,"MIAMI, FL",2024-05,1651578027.0,412630850.0,906295841.0,181321099.0,2557873868.0,593951949.0
5201,"MIAMI, FL",2024-06,1524857066.0,367181158.0,872130026.0,177548758.0,2396987092.0,544729916.0
5201,"MIAMI, FL",2024-07,1720915256.0,407608742.0,867341868.0,182261233.0,2588257124.0,589869975.0
5201,"MIAMI, FL",2024-08,1629997638.0,392484341.0,947117014.0,171963211.0,2577114652.0,564447552.0
5201,"MIAMI, FL",2024-09,1584608018.0,372978339.0,871672242.0,166770260.0,2456280260.0,539748599.0
5201,"MIAMI, FL",2024-10,1585808137.0,365756101.0,848604181.0,149139823.0,2434412318.0,514895924.0
5201,"MIAMI, FL",2024-11,1700944353.0,483472878.0,929835051.0,176230452.0,2630779404.0,659703330.0
5201,"MIAMI, FL",2024-12,1528101468.0,385704883.0,770509264.0,156630702.0,2298610732.0,542335585.0
5202,"KEY WEST, FL",2016-01,29196.0,2606.0,988408.0,231078.0,1017604.0,233684.0
5202,"KEY WEST, FL",2016-02,189335.0,87114.0,1416774.0,315304.0,1606109.0,402418.0
5202,"KEY WEST, FL",2016-03,0.0,0.0,5069208.0,213318.0,5069208.0,213318.0
5202,"KEY WEST, FL",2016-04,3411930.0,76138.0,690289.0,94892.0,4102219.0,171030.0
5202,"KEY WEST, FL",2016-05,105432.0,14525.0,1337314.0,71513.0,1442746.0,86038.0
5202,"KEY WEST, FL",2016-06,780328.0,14137.0,1788740.0,86818.0,2569068.0,100955.0
5202,"KEY WEST, FL",2016-07,0.0,0.0,209191.0,16135.0,209191.0,16135.0
5202,"KEY WEST, FL",2016-08,0.0,0.0,934917.0,103439.0,934917.0,103439.0
5202,"KEY WEST, FL",2016-09,0.0,0.0,271426.0,137997.0,271426.0,137997.0
5202,"KEY WEST, FL",2016-10,650007.0,45858.0,1768755.0,262307.0,2418762.0,308165.0
5202,"KEY WEST, FL",2016-11,0.0,0.0,2256787.0,288022.0,2256787.0,288022.0
5202,"KEY WEST, FL",2016-12,0.0,0.0,4718341.0,240734.0,4718341.0,240734.0
5202,"KEY WEST, FL",2017-01,0.0,0.0,208575.0,176485.0,208575.0,176485.0
5202,"KEY WEST, FL",2017-02,0.0,0.0,178098.0,226567.0,178098.0,226567.0
5202,"KEY WEST, FL",2017-03,0.0,0.0,1882692.0,199234.0,1882692.0,199234.0
5202,"KEY WEST, FL",2017-04,0.0,0.0,328437.0,330271.0,328437.0,330271.0
5202,"KEY WEST, FL",2017-05,0.0,0.0,789311.0,420857.0,789311.0,420857.0
5202,"KEY WEST, FL",2017-06,0.0,0.0,1548986.0,603109.0,1548986.0,603109.0
5202,"KEY WEST, FL",2017-07,100280.0,31950.0,1453734.0,333175.0,1554014.0,365125.0
5202,"KEY WEST, FL",2017-08,57485.0,2721.0,839220.0,261616.0,896705.0,264337.0
5202,"KEY WEST, FL",2017-09,0.0,0.0,161272.0,19138.0,161272.0,19138.0
5202,"KEY WEST, FL",2017-10,44001.0,7979.0,958078.0,205273.0,1002079.0,213252.0
5202,"KEY WEST, FL",2017-11,47500.0,8410.0,1629912.0,465861.0,1677412.0,474271.0
5202,"KEY WEST, FL",2017-12,0.0,0.0,349725.0,128983.0,349725.0,128983.0
5202,"KEY WEST, FL",2018-01,0.0,0.0,1463980.0,355194.0,1463980.0,355194.0
5202,"KEY WEST, FL",2018-02,8503.0,17973.0,888901.0,219751.0,897404.0,237724.0
5202,"KEY WEST, FL",2018-03,3406.0,15337.0,1039075.0,306161.0,1042481.0,321498.0
5202,"KEY WEST, FL",2018-04,0.0,0.0,488737.0,102229.0,488737.0,102229.0
5202,"KEY WEST, FL",2018-05,73951.0,5798.0,253565.0,28002.0,327516.0,33800.0
5202,"KEY WEST, FL",2018-06,0.0,0.0,2242253.0,276832.0,2242253.0,276832.0
5202,"KEY WEST, FL",2018-07,0.0,0.0,913820.0,97371.0,913820.0,97371.0
5202,"KEY WEST, FL",2018-08,0.0,0.0,108355.0,31647.0,108355.0,31647.0
5202,"KEY WEST, FL",2018-09,165695.0,14962.0,282181.0,79527.0,447876.0,94489.0
5202,"KEY WEST, FL",2018-10,0.0,0.0,208206.0,74713.0,208206.0,74713.0
5202,"KEY WEST, FL",2018-11,0.0,0.0,157800.0,141252.0,157800.0,141252.0
5202,"KEY WEST, FL",2018-12,0.0,0.0,152281.0,39207.0,152281.0,39207.0
5202,"KEY WEST, FL",2019-01,0.0,0.0,673562.0,99493.0,673562.0,99493.0
5202,"KEY WEST, FL",2019-02,0.0,0.0,82087.0,16946.0,82087.0,16946.0
5202,"KEY WEST, FL",2019-03,0.0,0.0,2113912.0,89294.0,2113912.0,89294.0
5202,"KEY WEST, FL",2019-04,21683.0,4423.0,837440.0,284943.0,859123.0,289366.0
5202,"KEY WEST, FL",2019-05,0.0,0.0,1151096.0,93253.0,1151096.0,93253.0
5202,"KEY WEST, FL",2019-06,0.0,0.0,1154445.0,46008.0,1154445.0,46008.0
5202,"KEY WEST, FL",2019-07,8095.0,337.0,508948.0,223094.0,517043.0,223431.0
5202,"KEY WEST, FL",2019-08,0.0,0.0,200000.0,44000.0,200000.0,44000.0
5202,"KEY WEST, FL",2019-09,0.0,0.0,622666.0,44444.0,622666.0,44444.0
5202,"KEY WEST, FL",2019-10,26489.0,1022.0,1776694.0,67193.0,1803183.0,68215.0
5202,"KEY WEST, FL",2019-11,0.0,0.0,254300.0,42466.0,254300.0,42466.0
5202,"KEY WEST, FL",2019-12,0.0,0.0,182290.0,192341.0,182290.0,192341.0
5202,"KEY WEST, FL",2020-01,148734.0,11745.0,182500.0,131288.0,331234.0,143033.0
5202,"KEY WEST, FL",2020-02,0.0,0.0,2899331.0,116938.0,2899331.0,116938.0
5202,"KEY WEST, FL",2020-03,5116.0,63.0,1511104.0,51116.0,1516220.0,51179.0
5202,"KEY WEST, FL",2020-04,0.0,0.0,57215.0,38567.0,57215.0,38567.0
5202,"KEY WEST, FL",2020-05,38818.0,1538.0,42004.0,8394.0,80822.0,9932.0
5202,"KEY WEST, FL",2020-06,38107.0,9394.0,39620.0,9053.0,77727.0,18447.0
5202,"KEY WEST, FL",2020-07,0.0,0.0,34949.0,7941.0,34949.0,7941.0
5202,"KEY WEST, FL",2020-08,9752.0,5505.0,1405236.0,55790.0,1414988.0,61295.0
5202,"KEY WEST, FL",2020-09,0.0,0.0,100279.0,117947.0,100279.0,117947.0
5202,"KEY WEST, FL",2020-10,515040.0,40260.0,135000.0,32500.0,650040.0,72760.0
5202,"KEY WEST, FL",2020-11,56795.0,1300.0,2286899.0,39604.0,2343694.0,40904.0
5202,"KEY WEST, FL",2020-12,0.0,0.0,1480892.0,33489.0,1480892.0,33489.0
5202,"KEY WEST, FL",2021-01,0.0,0.0,726004.0,68923.0,726004.0,68923.0
5202,"KEY WEST, FL",2021-02,0.0,0.0,20372.0,2339.0,20372.0,2339.0
