PORT,PORT_NAME,year_month,import_ves_val,import_ves_wgt,export_ves_val,export_ves_wgt,total_ves_val,total_ves_wgt
3026,"OLYMPIA, WA",2020-04,0.0,0.0,17323124.0,69439842.0,17323124.0,69439842.0
3026,"OLYMPIA, WA",2020-05,3000.0,440.0,4627755.0,29448734.0,4630755.0,29449174.0
3026,"OLYMPIA, WA",2020-06,0.0,0.0,13239365.0,72521489.0,13239365.0,72521489.0
3026,"OLYMPIA, WA",2020-07,0.0,0.0,2193169.0,10483610.0,2193169.0,10483610.0
3026,"OLYMPIA, WA",2020-08,0.0,0.0,10675529.0,55236436.0,10675529.0,55236436.0
3026,"OLYMPIA, WA",2020-09,0.0,0.0,10764116.0,54714374.0,10764116.0,54714374.0
3026,"OLYMPIA, WA",2020-10,0.0,0.0,14792839.0,50613757.0,14792839.0,50613757.0
3026,"OLYMPIA, WA",2020-11,0.0,0.0,5819017.0,19284572.0,5819017.0,19284572.0
3026,"OLYMPIA, WA",2020-12,0.0,0.0,12237314.0,42885020.0,12237314.0,42885020.0
3026,"OLYMPIA, WA",2021-01,0.0,0.0,11034958.0,60885000.0,11034958.0,60885000.0
3026,"OLYMPIA, WA",2021-02,0.0,0.0,18290723.0,61872451.0,18290723.0,61872451.0
3026,"OLYMPIA, WA",2021-03,0.0,0.0,17586080.0,90605754.0,17586080.0,90605754.0
3026,"OLYMPIA, WA",2021-04,0.0,0.0,6252794.0,30182000.0,6252794.0,30182000.0
3026,"OLYMPIA, WA",2021-05,0.0,0.0,14983293.0,68683632.0,14983293.0,68683632.0
3026,"OLYMPIA, WA",2021-06,3000.0,436.0,16745337.0,74329978.0,16748337.0,74330414.0
3026,"OLYMPIA, WA",2021-07,0.0,0.0,14303082.0,60005070.0,14303082.0,60005070.0
3026,"OLYMPIA, WA",2021-08,0.0,0.0,15527641.0,63874819.0,15527641.0,63874819.0
3026,"OLYMPIA, WA",2021-09,0.0,0.0,18969861.0,79384689.0,18969861.0,79384689.0
3026,"OLYMPIA, WA",2021-10,1348475.0,1929143.0,23113002.0,68276926.0,24461477.0,70206069.0
3026,"OLYMPIA, WA",2021-11,0.0,0.0,9531533.0,44640999.0,9531533.0,44640999.0
3026,"OLYMPIA, WA",2021-12,0.0,0.0,10725970.0,35559232.0,10725970.0,35559232.0
3026,"OLYMPIA, WA",2022-01,1583242.0,2034480.0,6972510.0,31402000.0,8555752.0,33436480.0
3026,"OLYMPIA, WA",2022-02,0.0,0.0,25275985.0,95207756.0,25275985.0,95207756.0
3026,"OLYMPIA, WA",2022-03,5102645.0,4319671.0,10923341.0,43194000.0,16025986.0,47513671.0
3026,"OLYMPIA, WA",2022-04,14520335.0,16109017.0,22691141.0,90703882.0,37211476.0,106812899.0
3026,"OLYMPIA, WA",2022-05,4704745.0,5280740.0,11748549.0,61706065.0,16453294.0,66986805.0
3026,"OLYMPIA, WA",2022-06,0.0,0.0,27495620.0,84727586.0,27495620.0,84727586.0
3026,"OLYMPIA, WA",2022-07,0.0,0.0,8498189.0,29931000.0,8498189.0,29931000.0
3026,"OLYMPIA, WA",2022-08,0.0,0.0,13152353.0,38629183.0,13152353.0,38629183.0
3026,"OLYMPIA, WA",2022-09,9178801.0,913423.0,8881372.0,31442471.0,18060173.0,32355894.0
3026,"OLYMPIA, WA",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
3026,"OLYMPIA, WA",2022-11,0.0,0.0,9579247.0,33436512.0,9579247.0,33436512.0
3026,"OLYMPIA, WA",2022-12,13230929.0,2485213.0,8092109.0,35789765.0,21323038.0,38274978.0
3026,"OLYMPIA, WA",2023-01,12834569.0,2270126.0,9546313.0,43727755.0,22380882.0,45997881.0
3026,"OLYMPIA, WA",2023-02,0.0,0.0,10514892.0,32626800.0,10514892.0,32626800.0
3026,"OLYMPIA, WA",2023-03,5988.0,16883.0,11115072.0,55163995.0,11121060.0,55180878.0
3026,"OLYMPIA, WA",2023-04,137218.0,19388.0,6415205.0,35399951.0,6552423.0,35419339.0
3026,"OLYMPIA, WA",2023-05,27730.0,5530.0,5561561.0,24610688.0,5589291.0,24616218.0
3026,"OLYMPIA, WA",2023-06,7088.0,1450.0,6189550.0,32623427.0,6196638.0,32624877.0
3026,"OLYMPIA, WA",2023-07,0.0,0.0,12182605.0,58840483.0,12182605.0,58840483.0
3026,"OLYMPIA, WA",2023-08,6474989.0,18400000.0,6118775.0,31020170.0,12593764.0,49420170.0
3026,"OLYMPIA, WA",2023-09,0.0,0.0,9683763.0,45195502.0,9683763.0,45195502.0
3026,"OLYMPIA, WA",2023-10,121902.0,70118.0,6676518.0,31782930.0,6798420.0,31853048.0
3026,"OLYMPIA, WA",2023-11,25808.0,25822.0,6741199.0,31390559.0,6767007.0,31416381.0
3026,"OLYMPIA, WA",2023-12,8475656.0,20079728.0,10277720.0,46014932.0,18753376.0,66094660.0
3026,"OLYMPIA, WA",2024-01,11805.0,12160.0,5590784.0,31408492.0,5602589.0,31420652.0
3026,"OLYMPIA, WA",2024-02,12506.0,11840.0,6033322.0,34985940.0,6045828.0,34997780.0
3026,"OLYMPIA, WA",2024-03,9135266.0,20000000.0,10986134.0,34819433.0,20121400.0,54819433.0
3026,"OLYMPIA, WA",2024-04,0.0,0.0,4786986.0,24881258.0,4786986.0,24881258.0
3026,"OLYMPIA, WA",2024-05,9428136.0,19622000.0,11858541.0,57876245.0,21286677.0,77498245.0
3026,"OLYMPIA, WA",2024-06,0.0,0.0,9923930.0,53719485.0,9923930.0,53719485.0
3026,"OLYMPIA, WA",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
3026,"OLYMPIA, WA",2024-08,12273321.0,22670000.0,5343417.0,1082932.0,17616738.0,23752932.0
3026,"OLYMPIA, WA",2024-09,208483.0,5369.0,12989632.0,70488547.0,13198115.0,70493916.0
3026,"OLYMPIA, WA",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
3026,"OLYMPIA, WA",2024-11,10605096.0,22000000.0,5919592.0,32587190.0,16524688.0,54587190.0
3026,"OLYMPIA, WA",2024-12,0.0,0.0,10503774.0,58167791.0,10503774.0,58167791.0
3027,"NEAH BAY, WA",2016-02,0.0,0.0,106769.0,6691.0,106769.0,6691.0
3027,"NEAH BAY, WA",2016-03,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-01,0.0,0.0,12027.0,105.0,12027.0,105.0
3027,"NEAH BAY, WA",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-07,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
3027,"NEAH BAY, WA",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2018-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2019-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2020-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2022-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2023-12,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-01,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-02,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-03,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-05,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-06,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-07,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-08,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-09,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-10,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-11,0.0,0.0,0.0,0.0,0.0,0.0
3029,"SEATTLE-TACOMA INTERNATIONAL AIRPORT, WA",2024-12,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-01,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-02,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-03,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
3081,"YAKIMA AIR TERMINAL, WA",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-09,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-10,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-11,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2018-12,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-01,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-02,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-03,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-04,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-05,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-06,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-07,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-08,0.0,0.0,0.0,0.0,0.0,0.0
3082,"GRANT COUNTY AIRPORT, WA",2019-09,0.0,0.0,0.0,0.0,0.0,0.0
