country,port_name,wpi_id,lat,lon,year_month,n_images,sar_diff_median,sar_diff_mean,vh_median_mean,vh_max_mean
Russia,Tuapse,44230.0,44.1,39.066667,2018-09,18,5878.541465966373,8295.60988552186,2.0159066451944043,2.7498318241810766
Russia,Tuapse,44230.0,44.1,39.066667,2018-10,21,6030.956268857624,8647.91090602773,-0.058094808669160544,2.6047274215371377
Russia,Tuapse,44230.0,44.1,39.066667,2018-11,17,7056.891517409297,8463.922310491107,1.9082708918242843,2.4361156911737605
Russia,Tuapse,44230.0,44.1,39.066667,2018-12,21,6683.209821425748,9574.366541261266,-0.02103567896813618,2.4113850056036186
Russia,Tuapse,44230.0,44.1,39.066667,2019-01,16,8586.942105373088,12089.163983763157,2.1250022583604533,1.9915377263628655
Russia,Tuapse,44230.0,44.1,39.066667,2019-02,18,6657.243854172024,9492.327752629206,-0.7797394214298738,2.2871295560520357
Russia,Tuapse,44230.0,44.1,39.066667,2019-03,17,8965.538197779744,12368.926226901965,-0.7166040828431862,2.0331970017098726
Russia,Tuapse,44230.0,44.1,39.066667,2019-04,18,6294.355104340469,9277.175286936397,-0.5435524818663076,2.4001911406599197
Russia,Tuapse,44230.0,44.1,39.066667,2019-05,16,6388.568758110783,8968.97065746545,2.0575260959957515,2.322103112922002
Russia,Tuapse,44230.0,44.1,39.066667,2019-06,18,6028.9996309659045,8698.849811391972,-0.7509629539230123,2.8109606289419675
Russia,Tuapse,44230.0,44.1,39.066667,2019-07,18,6414.89517110762,8783.769749052304,1.9175032224584814,2.809839947827854
Russia,Tuapse,44230.0,44.1,39.066667,2019-08,19,5644.700685032603,7820.303035318459,2.2465131737085615,2.616122474669992
Russia,Tuapse,44230.0,44.1,39.066667,2019-09,18,6000.98471696049,8081.828132038573,-0.47938990774141366,2.650425089990597
Russia,Tuapse,44230.0,44.1,39.066667,2019-10,18,6413.380912307728,9619.802375838259,-0.3625435028462459,2.4145792535583817
Russia,Tuapse,44230.0,44.1,39.066667,2019-11,18,6667.840065350791,8147.688329431894,-0.36398635572201915,2.3176243056345216
Russia,Tuapse,44230.0,44.1,39.066667,2019-12,17,8245.037262622109,11210.556389651385,0.09979543045470754,2.154704287779697
Russia,Tuapse,44230.0,44.1,39.066667,2020-01,16,7766.511165845328,9926.532756897235,1.4647426893120616,2.1117047341672186
Russia,Tuapse,44230.0,44.1,39.066667,2020-02,17,8259.098053396077,12175.300524469005,-0.6018314894517631,2.1675482237314343
Russia,Tuapse,44230.0,44.1,39.066667,2020-03,18,6492.292354751381,8355.72999710754,-0.8407273901753782,2.468878478559895
Russia,Tuapse,44230.0,44.1,39.066667,2020-04,17,6964.493151606306,9254.952947012316,-0.4985137662547319,2.618239989115317
Russia,Tuapse,44230.0,44.1,39.066667,2020-05,18,6277.687706438156,9199.255280279593,-0.684391883674585,2.622897582694717
Russia,Tuapse,44230.0,44.1,39.066667,2020-06,17,6404.635387521666,10000.61641055757,-0.15782157979380884,3.0272212602345543
Russia,Tuapse,44230.0,44.1,39.066667,2020-07,18,5209.168689248696,7809.301071824749,-0.1791541612002291,2.8319210201205096
Russia,Tuapse,44230.0,44.1,39.066667,2020-08,19,6558.187217616444,8442.310080689373,1.9881640747943965,2.5627060643686526
Russia,Tuapse,44230.0,44.1,39.066667,2020-09,17,5956.578798751998,9447.331883290752,-0.45508903305015147,2.8904365429396917
Russia,Tuapse,44230.0,44.1,39.066667,2020-10,19,6939.128548738619,8440.129519099588,-0.13025018514172296,2.6711445837866976
Russia,Tuapse,44230.0,44.1,39.066667,2020-11,17,8130.745113429568,10638.400538934082,-0.6065944993576295,2.499719693624092
Russia,Tuapse,44230.0,44.1,39.066667,2020-12,18,7732.644050219113,9951.497193843597,-0.7402814527792252,2.488536324223544
Russia,Tuapse,44230.0,44.1,39.066667,2021-01,16,9886.526941767883,13256.049026800456,-0.6314703783209044,2.1508813638741926
Russia,Tuapse,44230.0,44.1,39.066667,2021-02,18,7354.244481336559,10350.603297206064,-0.8712989124097454,2.135042053994623
Russia,Tuapse,44230.0,44.1,39.066667,2021-03,17,8683.126708599448,12170.2675507065,-1.1066082097333247,2.118540275433005
Russia,Tuapse,44230.0,44.1,39.066667,2021-04,18,7243.1385867833405,11070.22434879198,-0.31578314802385027,2.23511212476636
Russia,Tuapse,44230.0,44.1,39.066667,2021-05,17,6211.143189673845,10372.925801374851,-0.8816882935794487,2.462701099520459
Russia,Tuapse,44230.0,44.1,39.066667,2021-06,18,6487.767664617626,8590.846250453755,-0.5855425924601659,2.590630163679366
Russia,Tuapse,44230.0,44.1,39.066667,2021-07,17,7514.484574275315,9342.712855547848,-0.46141022384429753,2.7778729581305295
Russia,Tuapse,44230.0,44.1,39.066667,2021-08,17,5519.344073817527,8208.89560006564,1.686139110003141,2.718678093414798
Russia,Tuapse,44230.0,44.1,39.066667,2021-09,17,7045.843297758053,9928.953269391339,-0.5240905864146331,2.7284171416555756
Russia,Tuapse,44230.0,44.1,39.066667,2021-10,19,7116.250385394573,8460.951170790806,2.034467047910609,2.5673671289839666
Russia,Tuapse,44230.0,44.1,39.066667,2021-11,16,8533.847965791943,10158.365913412676,1.901922025585885,2.26831436044846
Russia,Tuapse,44230.0,44.1,39.066667,2021-12,15,9205.549121636846,12599.36521200943,1.7309344650556062,2.177871211928549
Russia,Tuapse,44230.0,44.1,39.066667,2022-01,7,9373.419307927135,16347.756320611557,-1.4110138199616342,2.0269962497275875
Russia,Tuapse,44230.0,44.1,39.066667,2022-02,8,11592.801606546605,18623.532147376514,-0.3633994887407216,2.0021763613963195
Russia,Tuapse,44230.0,44.1,39.066667,2022-03,7,9210.825007482876,13806.239506098156,-0.6071883584463657,2.1815596783205984
Russia,Tuapse,44230.0,44.1,39.066667,2022-04,8,10107.591452273111,15007.17678311856,-0.23056362409033412,2.4712996138232772
Russia,Tuapse,44230.0,44.1,39.066667,2022-05,7,6802.847084692667,11351.902887267153,-0.8712805131283969,2.4080378515303598
Russia,Tuapse,44230.0,44.1,39.066667,2022-06,8,9067.985036471842,15292.84162992707,-1.2695792862001714,2.6007078602404046
Russia,Tuapse,44230.0,44.1,39.066667,2022-07,7,7604.477713573218,11907.374806898466,-0.23805954395260423,2.6667042031089223
Russia,Tuapse,44230.0,44.1,39.066667,2022-08,8,7656.3435378733175,13463.511282015263,-1.1820131770672229,2.7004248261680592
Russia,Tuapse,44230.0,44.1,39.066667,2022-09,7,9294.137928736738,12467.231932856543,-0.270891189359264,2.203754090747616
